t1 	20220708 	B 	- 	0 	NULL 
t15 	20220802 	B 	- 	0 	NULL 
t16 	20220802 	B 	- 	0 	NULL 
t1 	20220802 	L 	- 	0 	NULL 
t2 	20220802 	L 	- 	0 	NULL 
t3 	20220802 	L 	- 	0 	NULL 
t4 	20220802 	L 	- 	0 	NULL 
t5 	20220802 	L 	- 	0 	NULL 
t6 	20220802 	L 	- 	0 	NULL 
t7 	20220802 	L 	- 	0 	NULL 
t8 	20220802 	L 	- 	0 	NULL 
t9 	20220802 	L 	- 	0 	NULL 
t10 	20220802 	L 	- 	0 	NULL 
t11 	20220802 	L 	- 	0 	NULL 
t12 	20220802 	L 	- 	0 	NULL 
t13 	20220802 	L 	- 	0 	NULL 
t14 	20220802 	L 	- 	0 	NULL 
t15 	20220802 	L 	- 	0 	NULL 
t16 	20220802 	L 	- 	0 	NULL 
t1 	20220802 	D 	- 	0 	NULL 
t2 	20220802 	D 	- 	0 	NULL 
t3 	20220802 	D 	- 	0 	NULL 
t4 	20220802 	D 	- 	0 	NULL 
t5 	20220802 	D 	- 	0 	NULL 
t6 	20220802 	D 	- 	0 	NULL 
t7 	20220802 	D 	- 	0 	NULL 
t8 	20220802 	D 	- 	0 	NULL 
t9 	20220802 	D 	- 	0 	NULL 
t10 	20220802 	D 	- 	0 	NULL 
t11 	20220802 	D 	- 	0 	NULL 
t12 	20220802 	D 	- 	0 	NULL 
t13 	20220802 	D 	- 	0 	NULL 
t14 	20220802 	D 	- 	0 	NULL 
t15 	20220802 	D 	- 	0 	NULL 
t16 	20220802 	D 	- 	0 	NULL 
t1 	20220803 	B 	- 	0 	NULL 
t2 	20220803 	B 	- 	0 	NULL 
t3 	20220803 	B 	- 	0 	NULL 
t4 	20220803 	B 	- 	0 	NULL 
t5 	20220803 	B 	- 	0 	NULL 
t6 	20220803 	B 	- 	0 	NULL 
t7 	20220803 	B 	- 	0 	NULL 
t8 	20220803 	B 	- 	0 	NULL 
t9 	20220803 	B 	- 	0 	NULL 
t10 	20220803 	B 	- 	0 	NULL 
t11 	20220803 	B 	- 	0 	NULL 
t12 	20220803 	B 	- 	0 	NULL 
t13 	20220803 	B 	- 	0 	NULL 
t14 	20220803 	B 	- 	0 	NULL 
t15 	20220803 	B 	- 	0 	NULL 
t16 	20220803 	B 	- 	0 	NULL 
t1 	20220803 	L 	- 	0 	NULL 
t2 	20220803 	L 	- 	0 	NULL 
t3 	20220803 	L 	- 	0 	NULL 
t4 	20220803 	L 	- 	0 	NULL 
t5 	20220803 	L 	- 	0 	NULL 
t6 	20220803 	L 	- 	0 	NULL 
t7 	20220803 	L 	- 	0 	NULL 
t8 	20220803 	L 	- 	0 	NULL 
t9 	20220803 	L 	- 	0 	NULL 
t10 	20220803 	L 	- 	0 	NULL 
t11 	20220803 	L 	- 	0 	NULL 
t12 	20220803 	L 	- 	0 	NULL 
t13 	20220803 	L 	- 	0 	NULL 
t14 	20220803 	L 	- 	0 	NULL 
t15 	20220803 	L 	- 	0 	NULL 
t16 	20220803 	L 	- 	0 	NULL 
t1 	20220803 	D 	- 	0 	NULL 
t2 	20220803 	D 	- 	0 	NULL 
t3 	20220803 	D 	- 	0 	NULL 
t4 	20220803 	D 	- 	0 	NULL 
t5 	20220803 	D 	- 	0 	NULL 
t6 	20220803 	D 	- 	0 	NULL 
t7 	20220803 	D 	- 	0 	NULL 
t8 	20220803 	D 	- 	0 	NULL 
t9 	20220803 	D 	- 	0 	NULL 
t10 	20220803 	D 	- 	0 	NULL 
t11 	20220803 	D 	- 	0 	NULL 
t12 	20220803 	D 	- 	0 	NULL 
t13 	20220803 	D 	- 	0 	NULL 
t14 	20220803 	D 	- 	0 	NULL 
t15 	20220803 	D 	- 	0 	NULL 
t16 	20220803 	D 	- 	0 	NULL 
t1 	20220804 	B 	- 	0 	NULL 
t2 	20220804 	B 	- 	0 	NULL 
t3 	20220804 	B 	- 	0 	NULL 
t4 	20220804 	B 	- 	0 	NULL 
t5 	20220804 	B 	- 	0 	NULL 
t6 	20220804 	B 	- 	0 	NULL 
t7 	20220804 	B 	- 	0 	NULL 
t8 	20220804 	B 	- 	0 	NULL 
t9 	20220804 	B 	- 	0 	NULL 
t10 	20220804 	B 	- 	0 	NULL 
t11 	20220804 	B 	- 	0 	NULL 
t12 	20220804 	B 	- 	0 	NULL 
t13 	20220804 	B 	- 	0 	NULL 
t14 	20220804 	B 	- 	0 	NULL 
t15 	20220804 	B 	- 	0 	NULL 
t16 	20220804 	B 	- 	0 	NULL 
t1 	20220804 	L 	- 	0 	NULL 
t2 	20220804 	L 	- 	0 	NULL 
t3 	20220804 	L 	- 	0 	NULL 
t4 	20220804 	L 	- 	0 	NULL 
t5 	20220804 	L 	- 	0 	NULL 
t6 	20220804 	L 	- 	0 	NULL 
t7 	20220804 	L 	- 	0 	NULL 
t8 	20220804 	L 	- 	0 	NULL 
t9 	20220804 	L 	- 	0 	NULL 
t10 	20220804 	L 	- 	0 	NULL 
t11 	20220804 	L 	- 	0 	NULL 
t12 	20220804 	L 	- 	0 	NULL 
t13 	20220804 	L 	- 	0 	NULL 
t14 	20220804 	L 	- 	0 	NULL 
t15 	20220804 	L 	- 	0 	NULL 
t16 	20220804 	L 	- 	0 	NULL 
t1 	20220804 	D 	- 	0 	NULL 
t2 	20220804 	D 	- 	0 	NULL 
t3 	20220804 	D 	- 	0 	NULL 
t4 	20220804 	D 	- 	0 	NULL 
t5 	20220804 	D 	- 	0 	NULL 
t6 	20220804 	D 	- 	0 	NULL 
t7 	20220804 	D 	- 	0 	NULL 
t8 	20220804 	D 	- 	0 	NULL 
t9 	20220804 	D 	- 	0 	NULL 
t10 	20220804 	D 	- 	0 	NULL 
t11 	20220804 	D 	- 	0 	NULL 
t12 	20220804 	D 	- 	0 	NULL 
t13 	20220804 	D 	- 	0 	NULL 
t14 	20220804 	D 	- 	0 	NULL 
t15 	20220804 	D 	- 	0 	NULL 
t16 	20220804 	D 	- 	0 	NULL 
t1 	20220805 	B 	- 	0 	NULL 
t2 	20220805 	B 	- 	0 	NULL 
t3 	20220805 	B 	- 	0 	NULL 
t4 	20220805 	B 	- 	0 	NULL 
t5 	20220805 	B 	- 	0 	NULL 
t6 	20220805 	B 	- 	0 	NULL 
t7 	20220805 	B 	- 	0 	NULL 
t8 	20220805 	B 	- 	0 	NULL 
t9 	20220805 	B 	- 	0 	NULL 
t10 	20220805 	B 	- 	0 	NULL 
t11 	20220805 	B 	- 	0 	NULL 
t12 	20220805 	B 	- 	0 	NULL 
t13 	20220805 	B 	- 	0 	NULL 
t14 	20220805 	B 	- 	0 	NULL 
t15 	20220805 	B 	- 	0 	NULL 
t16 	20220805 	B 	- 	0 	NULL 
t1 	20220805 	L 	- 	0 	NULL 
t2 	20220805 	L 	- 	0 	NULL 
t3 	20220805 	L 	- 	0 	NULL 
t4 	20220805 	L 	- 	0 	NULL 
t5 	20220805 	L 	- 	0 	NULL 
t6 	20220805 	L 	- 	0 	NULL 
t7 	20220805 	L 	- 	0 	NULL 
t8 	20220805 	L 	- 	0 	NULL 
t9 	20220805 	L 	- 	0 	NULL 
t10 	20220805 	L 	- 	0 	NULL 
t11 	20220805 	L 	- 	0 	NULL 
t12 	20220805 	L 	- 	0 	NULL 
t13 	20220805 	L 	- 	0 	NULL 
t14 	20220805 	L 	- 	0 	NULL 
t15 	20220805 	L 	- 	0 	NULL 
t16 	20220805 	L 	- 	0 	NULL 
t1 	20220805 	D 	- 	0 	NULL 
t2 	20220805 	D 	- 	0 	NULL 
t3 	20220805 	D 	- 	0 	NULL 
t4 	20220805 	D 	- 	0 	NULL 
t5 	20220805 	D 	- 	0 	NULL 
t6 	20220805 	D 	- 	0 	NULL 
t7 	20220805 	D 	- 	0 	NULL 
t8 	20220805 	D 	- 	0 	NULL 
t9 	20220805 	D 	- 	0 	NULL 
t10 	20220805 	D 	- 	0 	NULL 
t11 	20220805 	D 	- 	0 	NULL 
t12 	20220805 	D 	- 	0 	NULL 
t13 	20220805 	D 	- 	0 	NULL 
t14 	20220805 	D 	- 	0 	NULL 
t15 	20220805 	D 	- 	0 	NULL 
t16 	20220805 	D 	- 	0 	NULL 
t1 	20220806 	B 	- 	0 	NULL 
t2 	20220806 	B 	- 	0 	NULL 
t3 	20220806 	B 	- 	0 	NULL 
t4 	20220806 	B 	- 	0 	NULL 
t5 	20220806 	B 	- 	0 	NULL 
t6 	20220806 	B 	- 	0 	NULL 
t7 	20220806 	B 	- 	0 	NULL 
t8 	20220806 	B 	- 	0 	NULL 
t9 	20220806 	B 	- 	0 	NULL 
t10 	20220806 	B 	- 	0 	NULL 
t11 	20220806 	B 	- 	0 	NULL 
t12 	20220806 	B 	- 	0 	NULL 
t13 	20220806 	B 	- 	0 	NULL 
t14 	20220806 	B 	- 	0 	NULL 
t15 	20220806 	B 	- 	0 	NULL 
t16 	20220806 	B 	- 	0 	NULL 
t1 	20220806 	L 	- 	0 	NULL 
t2 	20220806 	L 	- 	0 	NULL 
t3 	20220806 	L 	- 	0 	NULL 
t4 	20220806 	L 	- 	0 	NULL 
t5 	20220806 	L 	- 	0 	NULL 
t6 	20220806 	L 	- 	0 	NULL 
t7 	20220806 	L 	- 	0 	NULL 
t8 	20220806 	L 	- 	0 	NULL 
t9 	20220806 	L 	- 	0 	NULL 
t10 	20220806 	L 	- 	0 	NULL 
t11 	20220806 	L 	- 	0 	NULL 
t12 	20220806 	L 	- 	0 	NULL 
t13 	20220806 	L 	- 	0 	NULL 
t14 	20220806 	L 	- 	0 	NULL 
t15 	20220806 	L 	- 	0 	NULL 
t16 	20220806 	L 	- 	0 	NULL 
t1 	20220806 	D 	- 	0 	NULL 
t2 	20220806 	D 	- 	0 	NULL 
t3 	20220806 	D 	- 	0 	NULL 
t4 	20220806 	D 	- 	0 	NULL 
t5 	20220806 	D 	- 	0 	NULL 
t6 	20220806 	D 	- 	0 	NULL 
t7 	20220806 	D 	- 	0 	NULL 
t8 	20220806 	D 	- 	0 	NULL 
t9 	20220806 	D 	- 	0 	NULL 
t10 	20220806 	D 	- 	0 	NULL 
t11 	20220806 	D 	- 	0 	NULL 
t12 	20220806 	D 	- 	0 	NULL 
t13 	20220806 	D 	- 	0 	NULL 
t14 	20220806 	D 	- 	0 	NULL 
t15 	20220806 	D 	- 	0 	NULL 
t16 	20220806 	D 	- 	0 	NULL 
t1 	20220807 	B 	- 	0 	NULL 
t2 	20220807 	B 	- 	0 	NULL 
t3 	20220807 	B 	- 	0 	NULL 
t4 	20220807 	B 	- 	0 	NULL 
t5 	20220807 	B 	- 	0 	NULL 
t6 	20220807 	B 	- 	0 	NULL 
t7 	20220807 	B 	- 	0 	NULL 
t8 	20220807 	B 	- 	0 	NULL 
t9 	20220807 	B 	- 	0 	NULL 
t10 	20220807 	B 	- 	0 	NULL 
t11 	20220807 	B 	- 	0 	NULL 
t12 	20220807 	B 	- 	0 	NULL 
t13 	20220807 	B 	- 	0 	NULL 
t14 	20220807 	B 	- 	0 	NULL 
t15 	20220807 	B 	- 	0 	NULL 
t16 	20220807 	B 	- 	0 	NULL 
t1 	20220807 	L 	- 	0 	NULL 
t2 	20220807 	L 	- 	0 	NULL 
t3 	20220807 	L 	- 	0 	NULL 
t4 	20220807 	L 	- 	0 	NULL 
t5 	20220807 	L 	- 	0 	NULL 
t6 	20220807 	L 	- 	0 	NULL 
t7 	20220807 	L 	- 	0 	NULL 
t8 	20220807 	L 	- 	0 	NULL 
t9 	20220807 	L 	- 	0 	NULL 
t10 	20220807 	L 	- 	0 	NULL 
t11 	20220807 	L 	- 	0 	NULL 
t12 	20220807 	L 	- 	0 	NULL 
t13 	20220807 	L 	- 	0 	NULL 
t14 	20220807 	L 	- 	0 	NULL 
t15 	20220807 	L 	- 	0 	NULL 
t16 	20220807 	L 	- 	0 	NULL 
t1 	20220807 	D 	- 	0 	NULL 
t2 	20220807 	D 	- 	0 	NULL 
t3 	20220807 	D 	- 	0 	NULL 
t4 	20220807 	D 	- 	0 	NULL 
t5 	20220807 	D 	- 	0 	NULL 
t6 	20220807 	D 	- 	0 	NULL 
t7 	20220807 	D 	- 	0 	NULL 
t8 	20220807 	D 	- 	0 	NULL 
t9 	20220807 	D 	- 	0 	NULL 
t10 	20220807 	D 	- 	0 	NULL 
t11 	20220807 	D 	- 	0 	NULL 
t12 	20220807 	D 	- 	0 	NULL 
t13 	20220807 	D 	- 	0 	NULL 
t14 	20220807 	D 	- 	0 	NULL 
t15 	20220807 	D 	- 	0 	NULL 
t16 	20220807 	D 	- 	0 	NULL 
